cycle,Writes,Reads,Hits,Misses,Was hit,Was miss,Writebacks,Access count
4765,122,303,347,78,1,0,122,425
4778,122,304,348,78,1,0,122,426
4783,122,305,349,78,1,0,122,427
4794,123,305,349,79,0,1,123,428
4817,123,306,350,79,1,0,123,429
4822,123,307,351,79,1,0,123,430
4835,123,308,352,79,1,0,123,431
4840,123,309,353,79,1,0,123,432
4853,123,310,354,79,1,0,123,433
4858,123,311,355,79,1,0,123,434
4871,123,312,356,79,1,0,123,435
4876,123,313,356,80,0,1,123,436
4889,123,314,357,80,1,0,123,437
4894,123,315,358,80,1,0,123,438
4905,124,315,358,81,0,1,124,439
4919,124,316,359,81,1,0,124,440
4924,124,317,360,81,1,0,124,441
4937,124,318,361,81,1,0,124,442
4942,124,319,362,81,1,0,124,443
4955,124,320,363,81,1,0,124,444
4960,124,321,364,81,1,0,124,445
4973,124,322,365,81,1,0,124,446
4978,124,323,366,81,1,0,124,447
4991,124,324,367,81,1,0,124,448
4996,124,325,368,81,1,0,124,449
5007,125,325,369,81,1,0,125,450
5021,125,326,370,81,1,0,125,451
5026,125,327,371,81,1,0,125,452
5039,125,328,372,81,1,0,125,453
5044,125,329,373,81,1,0,125,454
5057,125,330,374,81,1,0,125,455
5062,125,331,375,81,1,0,125,456
5075,125,332,376,81,1,0,125,457
5080,125,333,376,82,0,1,125,458
5093,125,334,377,82,1,0,125,459
5098,125,335,378,82,1,0,125,460
5109,126,335,378,83,0,1,126,461
5123,126,336,379,83,1,0,126,462
5128,126,337,380,83,1,0,126,463
5141,126,338,381,83,1,0,126,464
5146,126,339,382,83,1,0,126,465
5159,126,340,383,83,1,0,126,466
5164,126,341,384,83,1,0,126,467
5177,126,342,385,83,1,0,126,468
5182,126,343,385,84,0,1,126,469
5195,126,344,386,84,1,0,126,470
5200,126,345,387,84,1,0,126,471
5211,127,345,387,85,0,1,127,472
5225,127,346,388,85,1,0,127,473
5230,127,347,389,85,1,0,127,474
5243,127,348,390,85,1,0,127,475
5248,127,349,391,85,1,0,127,476
5261,127,350,392,85,1,0,127,477
5266,127,351,393,85,1,0,127,478
5279,127,352,394,85,1,0,127,479
5284,127,353,394,86,0,1,127,480
5297,127,354,395,86,1,0,127,481
5302,127,355,396,86,1,0,127,482
5313,128,355,396,87,0,1,128,483
5327,128,356,397,87,1,0,128,484
5332,128,357,398,87,1,0,128,485
5345,128,358,399,87,1,0,128,486
5350,128,359,400,87,1,0,128,487
5363,128,360,401,87,1,0,128,488
5368,128,361,402,87,1,0,128,489
5381,128,362,403,87,1,0,128,490
5386,128,363,404,87,1,0,128,491
5399,128,364,405,87,1,0,128,492
5404,128,365,406,87,1,0,128,493
5415,129,365,407,87,1,0,129,494
5438,129,366,408,87,1,0,129,495
5443,129,367,409,87,1,0,129,496
5456,129,368,409,88,0,1,129,497
5461,129,369,410,88,1,0,129,498
5474,129,370,411,88,1,0,129,499
5479,129,371,412,88,1,0,129,500
5492,129,372,413,88,1,0,129,501
5497,129,373,414,88,1,0,129,502
5510,129,374,415,88,1,0,129,503
5515,129,375,415,89,0,1,129,504
5526,130,375,415,90,0,1,130,505
5540,130,376,416,90,1,0,130,506
5545,130,377,417,90,1,0,130,507
5558,130,378,417,91,0,1,130,508
5563,130,379,418,91,1,0,130,509
5576,130,380,419,91,1,0,130,510
5581,130,381,420,91,1,0,130,511
5594,130,382,421,91,1,0,130,512
5599,130,383,422,91,1,0,130,513
5612,130,384,423,91,1,0,130,514
5617,130,385,423,92,0,1,130,515
5628,131,385,423,93,0,1,131,516
5642,131,386,424,93,1,0,131,517
5647,131,387,425,93,1,0,131,518
5660,131,388,425,94,0,1,131,519
5665,131,389,426,94,1,0,131,520
5678,131,390,427,94,1,0,131,521
5683,131,391,428,94,1,0,131,522
5696,131,392,429,94,1,0,131,523
5701,131,393,430,94,1,0,131,524
5714,131,394,431,94,1,0,131,525
5719,131,395,431,95,0,1,131,526
5730,132,395,431,96,0,1,132,527
5744,132,396,432,96,1,0,132,528
5749,132,397,433,96,1,0,132,529
5762,132,398,434,96,1,0,132,530
5767,132,399,435,96,1,0,132,531
5780,132,400,436,96,1,0,132,532
5785,132,401,437,96,1,0,132,533
5798,132,402,438,96,1,0,132,534
5803,132,403,439,96,1,0,132,535
5816,132,404,440,96,1,0,132,536
5821,132,405,441,96,1,0,132,537
5832,133,405,442,96,1,0,133,538
5846,133,406,443,96,1,0,133,539
5851,133,407,444,96,1,0,133,540
5864,133,408,445,96,1,0,133,541
5869,133,409,446,96,1,0,133,542
5882,133,410,447,96,1,0,133,543
5887,133,411,448,96,1,0,133,544
5900,133,412,449,96,1,0,133,545
5905,133,413,450,96,1,0,133,546
5918,133,414,451,96,1,0,133,547
5923,133,415,452,96,1,0,133,548
5934,134,415,453,96,1,0,134,549
5948,134,416,454,96,1,0,134,550
5953,134,417,455,96,1,0,134,551
5966,134,418,456,96,1,0,134,552
5971,134,419,457,96,1,0,134,553
5984,134,420,458,96,1,0,134,554
5989,134,421,459,96,1,0,134,555
6002,134,422,460,96,1,0,134,556
6007,134,423,461,96,1,0,134,557
6020,134,424,462,96,1,0,134,558
6025,134,425,463,96,1,0,134,559
6036,135,425,464,96,1,0,135,560
6064,135,426,464,97,0,1,135,561
6075,135,427,464,98,0,1,135,562
6097,135,428,465,98,1,0,135,563
6119,135,429,466,98,1,0,135,564
6141,135,430,467,98,1,0,135,565
6163,135,431,467,99,0,1,135,566
6185,135,432,468,99,1,0,135,567
6211,135,433,469,99,1,0,135,568
6233,135,434,470,99,1,0,135,569
6255,135,435,471,99,1,0,135,570
6277,135,436,472,99,1,0,135,571
6299,135,437,473,99,1,0,135,572
6321,135,438,474,99,1,0,135,573
6347,135,439,474,100,0,1,135,574
6369,135,440,475,100,1,0,135,575
6391,135,441,476,100,1,0,135,576
6413,135,442,477,100,1,0,135,577
6435,135,443,477,101,0,1,135,578
6457,135,444,478,101,1,0,135,579
6483,135,445,479,101,1,0,135,580
6505,135,446,480,101,1,0,135,581
6527,135,447,480,102,0,1,135,582
6549,135,448,481,102,1,0,135,583
6571,135,449,482,102,1,0,135,584
6593,135,450,483,102,1,0,135,585
6619,135,451,483,103,0,1,135,586
6641,135,452,484,103,1,0,135,587
6663,135,453,485,103,1,0,135,588
6685,135,454,486,103,1,0,135,589
6707,135,455,486,104,0,1,135,590
6729,135,456,487,104,1,0,135,591
6755,135,457,488,104,1,0,135,592
6777,135,458,489,104,1,0,135,593
6799,135,459,490,104,1,0,135,594
6821,135,460,491,104,1,0,135,595
6843,135,461,492,104,1,0,135,596
6865,135,462,493,104,1,0,135,597
